   0.0000000e+00   1.0000000e+00   1.0000000e+00   5.4356235e-01   6.2021982e-01   1.0000000e+00   1.0000000e+00
   3.0000000e-02   9.9726701e-01   9.9822459e-01  -1.2725858e+00   7.2772269e-01   9.9343479e-01   9.8416323e-01
   6.0000000e-02   9.9356053e-01   9.9295376e-01   4.9410236e-01   2.3788024e+00   9.6470139e-01   9.7914927e-01
   9.0000000e-02   9.8857478e-01   9.8430126e-01   1.5411478e+00   2.2658142e-01   9.4673346e-01   1.0341493e+00
   1.2000000e-01   9.8106756e-01   9.7217790e-01  -2.2345027e+00   1.4990370e+00   9.4963803e-01   9.8739820e-01
   1.5000000e-01   9.7168460e-01   9.5670638e-01   1.5772320e+00  -1.6992980e+00   9.0322950e-01   1.0120922e+00
   1.8000000e-01   9.6127535e-01   9.3822880e-01   2.0050271e+00  -4.5322309e-02   9.1271325e-01   8.7861348e-01
   2.1000000e-01   9.4871149e-01   9.1676719e-01   3.1195772e+00   1.4032431e-01   9.1655443e-01   8.1420518e-01
   2.4000000e-01   9.3402745e-01   8.9236687e-01   2.0702632e-01   5.4204499e-01   9.3003950e-01   7.5085348e-01
   2.7000000e-01   9.1810021e-01   8.6532938e-01  -1.2787304e+00  -1.5515319e-01   9.0772554e-01   7.1766211e-01
   3.0000000e-01   9.0050032e-01   8.3577982e-01   9.4608354e-01  -1.4030580e-01   8.7087945e-01   6.6121883e-01
   3.3000000e-01   8.8137371e-01   8.0384436e-01   1.9315865e+00   2.9169907e+00   8.5709497e-01   5.9493667e-01
   3.6000000e-01   8.6086242e-01   7.6972188e-01   8.6848109e-01   4.3004697e-01   8.3888832e-01   6.5503893e-01
   3.9000000e-01   8.3838860e-01   7.3346707e-01   1.4450452e+00   7.4718660e-01   8.2046790e-01   6.1052126e-01
   4.2000000e-01   8.1416881e-01   6.9522471e-01   9.1486849e-01   6.7027141e-01   8.0587092e-01   5.7656169e-01
   4.5000000e-01   7.8850092e-01   6.5519760e-01   1.7863903e+00   1.4549289e+00   7.8484689e-01   5.4142648e-01
   4.8000000e-01   7.6138622e-01   6.1356340e-01   2.3806042e+00   2.7260358e+00   7.6906672e-01   5.3552701e-01
   5.1000000e-01   7.3306874e-01   5.7047119e-01  -9.0909987e-01   3.3922977e-01   7.5374711e-01   5.8020687e-01
   5.4000000e-01   7.0450469e-01   5.2623537e-01   1.4390595e+00  -2.5279970e-01   7.1318399e-01   5.3650841e-01
   5.7000000e-01   6.7561116e-01   4.8103162e-01   7.9044137e-01   1.8425241e-01   7.0043773e-01   4.5692439e-01
   6.0000000e-01   6.4605385e-01   4.3495369e-01   3.3594409e-01   1.7661091e-01   6.7725984e-01   4.0048618e-01
   6.3000000e-01   6.1521232e-01   3.8802088e-01   2.1091118e+00  -1.2770956e+00   6.4820966e-01   3.4707491e-01
   6.6000000e-01   5.8353007e-01   3.4035909e-01   7.6000792e-01   1.3690504e+00   6.4454833e-01   2.2370328e-01
   6.9000000e-01   5.5199920e-01   2.9229540e-01   1.3050179e+00   2.1915309e+00   6.1230859e-01   2.2296097e-01
   7.2000000e-01   5.2059542e-01   2.4398047e-01   9.9960027e-01  -8.0046967e-01   5.8251205e-01   2.5509442e-01
   7.5000000e-01   4.8955261e-01   1.9558706e-01   6.1765558e-01  -3.3725148e-01   5.6344915e-01   1.5960176e-01
   7.8000000e-01   4.5805417e-01   1.4712419e-01   3.9508867e-01   4.0615566e-01   5.3689840e-01   8.8346423e-02
   8.1000000e-01   4.2548537e-01   9.8566220e-02   1.6248255e+00   3.8484096e-01   5.0378234e-01   5.2349464e-02
   8.4000000e-01   3.9250748e-01   5.0040750e-02   2.1200972e+00   6.4246609e-01   4.8418088e-01   1.0920497e-02
   8.7000000e-01   3.6034483e-01   1.9124273e-03  -6.7635740e-02   5.8326442e-01   4.6866975e-01  -2.0667265e-02
   9.0000000e-01   3.2834223e-01  -4.5750710e-02   3.7850292e-01  -9.4586886e-01   4.2918029e-01  -4.2950726e-02
   9.3000000e-01   2.9591862e-01  -9.2954574e-02   1.4976289e+00  -9.4223374e-03   4.0165894e-01  -1.3133831e-01
   9.6000000e-01   2.6236587e-01  -1.3974456e-01   1.2679866e+00   1.0237471e+00   3.8152854e-01  -1.8196271e-01
   9.9000000e-01   2.2846839e-01  -1.8599246e-01  -3.9653163e-01   1.6435193e+00   3.5402694e-01  -1.8519247e-01
   1.0200000e+00   1.9538389e-01  -2.3133888e-01   8.7061194e-01  -1.3872112e+00   3.0587703e-01  -1.5246936e-01
   1.0500000e+00   1.6236442e-01  -2.7575841e-01   2.6273664e-01  -1.7604041e+00   2.8651293e-01  -2.5524566e-01
   1.0800000e+00   1.2940822e-01  -3.1919784e-01  -8.9737340e-01   1.4439307e-01   2.6128011e-01  -3.6753177e-01
   1.1100000e+00   9.6223306e-02  -3.6161686e-01   1.4617198e+00  -2.4149144e+00   2.1373512e-01  -3.8809627e-01
   1.1400000e+00   6.2693004e-02  -4.0297063e-01  -2.6807373e-01  -9.6620579e-02   2.0430468e-01  -5.2770950e-01
   1.1700000e+00   2.8884558e-02  -4.4316928e-01   9.6290596e-02  -1.5278963e-01   1.6408859e-01  -5.5480157e-01
   1.2000000e+00  -4.9012111e-03  -4.8210476e-01  -1.3310146e-01   3.4677775e-01   1.2864482e-01  -5.8342731e-01
   1.2300000e+00  -3.7811273e-02  -5.1956116e-01  -3.1420478e-03  -7.6693007e-01   8.8915827e-02  -5.8684703e-01
   1.2600000e+00  -6.9472118e-02  -5.5536736e-01  -9.7472062e-01  -1.8899412e+00   5.6542971e-02  -6.3657898e-01
   1.2900000e+00  -1.0041375e-01  -5.8949362e-01  -1.2428329e+00  -1.5535618e-01   1.8740558e-02  -7.2651098e-01
   1.3200000e+00  -1.3105710e-01  -6.2202611e-01  -8.0728408e-01  -6.6419974e-01  -3.0113702e-02  -7.3600793e-01
   1.3500000e+00  -1.6075616e-01  -6.5280331e-01   3.6744471e-01  -2.2381737e-01  -7.0910106e-02  -7.6656334e-01
   1.3800000e+00  -1.9025100e-01  -6.8186445e-01   1.6694373e+00  -1.2348119e+00  -1.0002738e-01  -7.8084378e-01
   1.4100000e+00  -2.1962582e-01  -7.0920874e-01   2.7052513e+00  -3.2452044e-01  -1.0927514e-01  -8.4275310e-01
   1.4400000e+00  -2.4845981e-01  -7.3476894e-01  -1.6036497e+00  -1.1310191e+00  -1.1095332e-01  -8.6800789e-01
   1.4700000e+00  -2.7724520e-01  -7.5844648e-01   2.5601768e-01   5.6401285e-01  -1.5591347e-01  -9.0486369e-01
   1.5000000e+00  -3.0759358e-01  -7.8056972e-01  -8.6203933e-01  -3.7508444e-01  -1.8732159e-01  -8.7444372e-01
