   0.0000000e+00   1.0000000e+00   1.0000000e+00   1.2045328e+00   2.0468992e+00   1.0000000e+00   1.0000000e+00
   3.0000000e-02   9.9648112e-01   9.9768932e-01   1.4042844e+00   3.0251287e+00   9.9691614e-01   9.9859790e-01
   6.0000000e-02   9.9140627e-01   9.9098071e-01   1.0639766e+00   1.8410205e+00   9.9200911e-01   9.9266099e-01
   9.0000000e-02   9.8360910e-01   9.7988577e-01   1.9776524e+00  -9.8534658e-01   9.8504522e-01   9.8140864e-01
   1.2000000e-01   9.7381549e-01   9.6466270e-01  -3.8302726e-01   1.0258040e+00   9.7577823e-01   9.6574562e-01
   1.5000000e-01   9.6230523e-01   9.4560615e-01   3.2353592e+00   1.2107318e+00   9.6510605e-01   9.4695522e-01
   1.8000000e-01   9.4929722e-01   9.2296512e-01   6.9971642e-01  -3.3106834e-01   9.5268717e-01   9.2423566e-01
   2.1000000e-01   9.3491553e-01   8.9699531e-01  -4.3773530e-01   9.1551323e-01   9.3751766e-01   8.9769283e-01
   2.4000000e-01   9.1876776e-01   8.6784341e-01   9.0892112e-01  -4.9156848e-02   9.2060368e-01   8.6805242e-01
   2.7000000e-01   9.0051002e-01   8.3565813e-01   1.6874488e+00   2.8467424e+00   9.0259408e-01   8.3613903e-01
   3.0000000e-01   8.8003732e-01   8.0056744e-01   1.1590485e+00   2.6048462e+00   8.8320194e-01   8.0219179e-01
   3.3000000e-01   8.5832927e-01   7.6291702e-01   2.4940436e-01  -2.1330708e-01   8.6160653e-01   7.6471136e-01
   3.6000000e-01   8.3568881e-01   7.2299845e-01   1.7464172e+00   5.5227646e-01   8.3843190e-01   7.2437000e-01
   3.9000000e-01   8.1167015e-01   6.8099399e-01   4.3192205e-01   1.0179023e+00   8.1396770e-01   6.8223713e-01
   4.2000000e-01   7.8527886e-01   6.3689570e-01  -8.3398879e-02   1.4453634e+00   7.8782423e-01   6.3826276e-01
   4.5000000e-01   7.5725641e-01   5.9091546e-01  -4.8561370e-02   2.1529257e+00   7.6045441e-01   5.9284516e-01
   4.8000000e-01   7.2865030e-01   5.4344218e-01   2.3831174e+00   6.9809951e-01   7.3250036e-01   5.4592306e-01
   5.1000000e-01   6.9971523e-01   4.9474427e-01   2.3202077e+00   1.4555607e+00   7.0404827e-01   4.9767775e-01
   5.4000000e-01   6.6995807e-01   4.4498064e-01   1.4167986e+00  -1.0686200e+00   6.7433856e-01   4.4771426e-01
   5.7000000e-01   6.3855504e-01   3.9411963e-01   1.3765091e+00  -3.8039325e-01   6.4347020e-01   3.9621345e-01
   6.0000000e-01   6.0639695e-01   3.4241871e-01   1.1505565e+00   9.6462879e-01   6.1206497e-01   3.4448519e-01
   6.3000000e-01   5.7396555e-01   2.9013434e-01   7.6899744e-01   1.6777432e+00   5.8018261e-01   2.9268885e-01
   6.6000000e-01   5.4197816e-01   2.3755818e-01   1.6568875e+00  -9.6967533e-01   5.4785913e-01   2.4000048e-01
   6.9000000e-01   5.1021777e-01   1.8486084e-01   2.3845278e+00  -2.2444570e-01   5.1545559e-01   1.8668444e-01
   7.2000000e-01   4.7813321e-01   1.3207190e-01   1.3824652e+00   1.9154039e+00   4.8307037e-01   1.3404424e-01
   7.5000000e-01   4.4579680e-01   7.9300827e-02   2.2380428e+00  -4.9919670e-01   4.5058527e-01   8.1381512e-02
   7.8000000e-01   4.1302997e-01   2.6658436e-02   9.1928132e-01   1.1933946e+00   4.1798412e-01   2.8689377e-02
   8.1000000e-01   3.8016651e-01  -2.5739187e-02  -1.0068352e+00   4.1340576e-01   3.8487647e-01  -2.3672541e-02
   8.4000000e-01   3.4819275e-01  -7.7585949e-02   2.0207234e+00   6.8751686e-01   3.5225834e-01  -7.5567263e-02
   8.7000000e-01   3.1640377e-01  -1.2880819e-01  -1.0322099e+00   9.8293459e-01   3.2006395e-01  -1.2668825e-01
   9.0000000e-01   2.8453001e-01  -1.7942038e-01   5.2791925e-01   9.8114705e-01   2.8802707e-01  -1.7710457e-01
   9.3000000e-01   2.5302573e-01  -2.2924688e-01   7.6683830e-01  -2.7236023e+00   2.5665234e-01  -2.2752404e-01
   9.6000000e-01   2.2127497e-01  -2.7827183e-01  -6.0731544e-02  -2.5108995e-01   2.2565853e-01  -2.7737566e-01
   9.9000000e-01   1.8996430e-01  -3.2638897e-01  -1.1922243e+00   9.2153809e-01   1.9525106e-01  -3.2533427e-01
   1.0200000e+00   1.6034996e-01  -3.7326926e-01  -2.5799911e-01   1.8371793e-01   1.6565323e-01  -3.7202950e-01
   1.0500000e+00   1.3205987e-01  -4.1882521e-01  -4.6964457e-01  -2.2460279e-01   1.3700839e-01  -4.1774031e-01
   1.0800000e+00   1.0451157e-01  -4.6308749e-01   8.3369791e-01  -2.7585669e-01   1.0952164e-01  -4.6217687e-01
   1.1100000e+00   7.8035391e-02  -5.0605017e-01   1.0762781e+00   6.9275775e-01   8.3475900e-02  -5.0486946e-01
   1.1400000e+00   5.4138155e-02  -5.4739647e-01  -9.1076951e-01   7.0815326e-02   5.8107827e-02  -5.4620764e-01
   1.1700000e+00   3.1823438e-02  -5.8711079e-01   1.0124678e+00  -7.3397705e-01   3.3693195e-02  -5.8647015e-01
   1.2000000e+00   9.9682343e-03  -6.2542512e-01  -1.0586211e+00   1.0681499e+00   1.0457613e-02  -6.2496501e-01
   1.2300000e+00  -1.0771348e-02  -6.6227676e-01  -2.0727131e+00  -3.5450503e-01  -1.2294459e-02  -6.6206704e-01
   1.2600000e+00  -3.0150034e-02  -6.9757956e-01  -5.2701486e-01  -1.8633088e+00  -3.3988879e-02  -6.9832956e-01
   1.2900000e+00  -4.8626284e-02  -7.3132910e-01  -7.4836176e-01   5.5270440e-01  -5.4091242e-02  -7.3261670e-01
   1.3200000e+00  -6.6789251e-02  -7.6367831e-01   9.8511096e-01  -1.4343477e+00  -7.2568979e-02  -7.6503293e-01
   1.3500000e+00  -8.3431381e-02  -7.9446684e-01   9.9753546e-01  -1.6097682e+00  -8.9598302e-02  -7.9627565e-01
   1.3800000e+00  -9.8644980e-02  -8.2361122e-01  -7.1420551e-01  -3.9110109e-01  -1.0570498e-01  -8.2576308e-01
   1.4100000e+00  -1.1256436e-01  -8.5118277e-01  -6.3865304e-01  -7.7278892e-01  -1.2088361e-01  -8.5353375e-01
   1.4400000e+00  -1.2428906e-01  -8.7703870e-01   1.1951528e-01  -4.6119959e-01  -1.3464082e-01  -8.7962686e-01
   1.4700000e+00  -1.3423389e-01  -9.0120333e-01  -1.5021566e+00  -1.5577076e+00  -1.4744491e-01  -9.0440271e-01
   1.5000000e+00  -1.4318744e-01  -9.2380732e-01   6.5855572e-02  -1.4225121e+00  -1.5914292e-01  -9.2784616e-01
   1.5300000e+00  -1.5210229e-01  -9.4507380e-01   1.0733018e+00   8.6346401e-02  -1.6890812e-01  -9.4904607e-01
