  0.000000   0.000000
 -8.224738  11.636708
  2.420118 -70.091861
 58.165227 -15.640736
-34.757530 -33.182775
 90.301218 -17.215491
 24.527726 -37.052522
 -7.840205 -38.285470
-46.452223 -44.291513
-56.315806  64.030885
 -2.432325  86.388745
 -5.880917  62.724693
-26.786096  28.879666
-13.199255  22.196112
-17.203284  24.326304
 -1.272622 -21.878719
 80.535295  19.669179
 40.470595  90.325632
 23.416852  17.862484
 28.275399  -8.890042
 94.500565 -13.724174
 83.935057  17.361980
 48.460341  46.385083
 92.748802 -22.727134
 36.088137  80.590228
 36.906034 -14.932707
 37.076937 -88.824122
 29.960021 -75.280007
-48.893704 -66.759239
-63.383892 -30.368969
 92.535173 -37.144078
 88.421278  16.116825
-36.252937  24.387341
-42.905972  40.415662
-24.668111  45.847957
-59.160131 -27.256081
-87.450789  24.710837
-93.591113  -2.395703
-75.566881  -7.199316
 -4.116947 -95.056001
 19.681387 -96.728416
 23.319193 -23.075045
 -4.959258  -3.762932
 44.120609  30.130924
  1.321451 -17.166662
-74.059267  26.474807
-85.436567  -7.889035
 24.320200  64.098025
 19.058809  56.950591
  0.000000   0.000000
